ssn,age,education,marital-status,relationship,sex,income
794-99-3856,23.0,,Never-married,Not-in-family,Male,<=50K
239-98-7714,35.0,,Never-married,Unmarried,Female,<=50K
452-54-9139,29.0,,Never-married,Not-in-family,,
806-35-7493,38.0,,Married-civ-spouse,Husband,Male,
139-86-4864,34.0,HS-grad,Never-married,,Female,
473-55-6510,17.0,Some-college,Never-married,Own-child,Male,<=50K
391-95-3316,33.0,Assoc-voc,Married-civ-spouse,Wife,,
980-28-2554,41.0,,Divorced,Not-in-family,,<=50K
774-87-7149,54.0,,Divorced,Unmarried,Female,>50K
734-24-4471,58.0,Bachelors,Married-civ-spouse,Husband,,
817-78-2554,67.0,,Married-civ-spouse,,,<=50K
148-21-8673,28.0,,Divorced,,,>50K
160-56-5110,25.0,HS-grad,Never-married,Own-child,Male,
161-88-5749,26.0,HS-grad,Divorced,Own-child,,<=50K
480-46-6829,59.0,,Never-married,Not-in-family,,<=50K
489-25-0613,18.0,,Never-married,Not-in-family,Male,
673-09-5822,32.0,,Never-married,Not-in-family,Male,>50K
278-50-1228,22.0,Some-college,,Unmarried,,
385-04-2997,23.0,,,Husband,Male,
213-11-4250,50.0,HS-grad,,Not-in-family,Male,<=50K
279-97-5429,21.0,HS-grad,Divorced,Not-in-family,Female,
177-82-5552,62.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
729-42-2603,41.0,Bachelors,,,Female,>50K
755-15-9704,32.0,HS-grad,,Wife,,>50K
409-36-7321,19.0,,Married-spouse-absent,Own-child,,
873-43-3660,50.0,Some-college,,Unmarried,Female,
513-54-4225,39.0,HS-grad,Married-civ-spouse,Husband,,<=50K
455-09-8279,51.0,Bachelors,Never-married,,Female,>50K
000-18-4275,33.0,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
691-33-9065,64.0,Masters,Married-civ-spouse,Husband,Male,
161-54-7911,41.0,HS-grad,Never-married,Not-in-family,,>50K
129-26-9041,34.0,Some-college,Married-spouse-absent,Unmarried,Female,
073-58-7223,30.0,Some-college,Never-married,Not-in-family,Female,<=50K
945-70-0244,44.0,,,Husband,,<=50K
228-25-5528,37.0,HS-grad,Married-civ-spouse,Husband,,<=50K
917-07-6166,44.0,HS-grad,,,Female,
704-45-3316,28.0,Some-college,,Not-in-family,Female,
338-63-6363,59.0,HS-grad,,Own-child,Male,<=50K
048-61-7936,,,,,Male,
520-39-3119,34.0,HS-grad,Married-civ-spouse,,Male,
632-92-3832,38.0,HS-grad,Never-married,Not-in-family,,
461-64-0048,41.0,5th-6th,Never-married,Not-in-family,Female,
685-68-7960,50.0,,,Unmarried,,
033-53-8083,50.0,HS-grad,Never-married,Not-in-family,,
088-63-6363,29.0,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
417-10-6879,43.0,Prof-school,Married-civ-spouse,Husband,,
102-54-9139,32.0,,Divorced,Not-in-family,Male,
820-23-9556,53.0,Masters,,Husband,Male,>50K
428-56-2653,30.0,,Married-civ-spouse,Husband,,<=50K
827-88-6977,24.0,,Never-married,,,
499-01-7198,38.0,,Never-married,Own-child,Male,
725-64-4962,34.0,,Married-civ-spouse,,Male,
439-52-7026,58.0,,Divorced,,Female,
525-64-4962,,Masters,Married-civ-spouse,Wife,,>50K
093-27-3955,23.0,,Never-married,Own-child,Female,<=50K
594-47-1743,33.0,Some-college,Never-married,Not-in-family,,
870-42-3832,42.0,Some-college,Never-married,Not-in-family,Male,
153-16-3390,19.0,,Never-married,Other-relative,,<=50K
602-45-7001,21.0,,Divorced,Not-in-family,Male,
613-63-6363,51.0,11th,,Husband,,<=50K
265-29-4840,19.0,,Never-married,Own-child,,
616-24-6928,37.0,,Married-civ-spouse,Husband,,<=50K
490-20-2702,19.0,10th,Never-married,Own-child,,
889-34-2750,40.0,Some-college,Married-civ-spouse,Husband,Male,
005-71-2530,44.0,Doctorate,,Wife,Female,>50K
344-37-9606,59.0,Assoc-acdm,Married-civ-spouse,Husband,,>50K
160-04-2997,22.0,,,Own-child,,<=50K
218-05-8967,,,Married-civ-spouse,Husband,Male,>50K
598-55-6510,32.0,Some-college,Separated,,Female,<=50K
411-48-6486,46.0,HS-grad,Married-civ-spouse,Husband,Male,
967-22-9728,37.0,,Married-civ-spouse,Husband,Male,
469-01-1056,55.0,Masters,,Not-in-family,Female,
117-50-6142,41.0,Masters,,,,
161-02-5798,44.0,10th,,Husband,Male,
733-56-8795,26.0,HS-grad,Married-civ-spouse,Husband,Male,
357-00-2456,23.0,11th,Married-civ-spouse,Husband,,<=50K
405-65-1105,34.0,,Married-civ-spouse,Husband,Male,
643-58-1080,21.0,HS-grad,Divorced,Unmarried,Female,<=50K
155-12-8992,23.0,Bachelors,Never-married,,Male,<=50K
087-10-0737,44.0,11th,Never-married,Not-in-family,,
327-91-7690,24.0,Bachelors,,,Male,<=50K
718-91-8918,30.0,,Married-civ-spouse,,,<=50K
790-44-8402,34.0,Bachelors,Never-married,Not-in-family,Female,<=50K
469-56-3881,44.0,10th,Never-married,,,<=50K
021-89-8034,32.0,11th,Never-married,Not-in-family,Female,<=50K
034-06-0196,34.0,11th,Married-civ-spouse,Husband,Male,<=50K
795-57-7394,59.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
781-48-0343,52.0,,Married-civ-spouse,,,
548-31-0810,33.0,,Never-married,,,<=50K
170-76-1670,46.0,Masters,Married-civ-spouse,Husband,Male,>50K
996-43-7345,24.0,Assoc-acdm,Married-civ-spouse,Wife,,<=50K
834-76-6583,20.0,Bachelors,Never-married,Own-child,,
398-24-9385,23.0,HS-grad,,Not-in-family,,<=50K
148-18-7960,30.0,,Never-married,Unmarried,,<=50K
287-16-2161,27.0,HS-grad,Married-civ-spouse,Husband,,<=50K
673-03-4397,35.0,,Never-married,Own-child,Male,
286-45-5773,31.0,Some-college,Married-civ-spouse,Husband,,
398-43-3660,17.0,Assoc-acdm,Never-married,Not-in-family,,<=50K
893-15-1104,42.0,,Married-civ-spouse,Husband,Male,
321-95-9459,32.0,HS-grad,Married-civ-spouse,Husband,,>50K
471-95-9458,,,,,,<=50K
548-24-9385,25.0,Some-college,Married-civ-spouse,,Male,>50K
970-85-3807,31.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
459-12-1621,63.0,Prof-school,Married-civ-spouse,Husband,,>50K
548-64-8648,43.0,,Never-married,Not-in-family,Male,<=50K
945-60-8107,45.0,,Married-civ-spouse,Husband,,
229-17-6903,28.0,,Never-married,Not-in-family,Female,<=50K
146-25-3071,48.0,Masters,,,Male,>50K
349-57-0024,29.0,,,,,<=50K
045-63-8820,35.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
695-23-9557,,11th,Never-married,Own-child,,
117-53-6854,55.0,,Married-civ-spouse,Husband,Male,<=50K
496-52-9483,35.0,Some-college,Married-civ-spouse,Husband,Male,>50K
451-59-7051,42.0,,,Husband,Male,<=50K
685-28-8697,,HS-grad,Separated,Unmarried,,<=50K
072-81-9410,28.0,Some-college,,Other-relative,Male,
133-81-4496,35.0,,Divorced,,Male,
788-69-7787,30.0,,,Husband,Male,>50K
623-12-6535,43.0,Some-college,Married-civ-spouse,Wife,Female,
589-06-6338,39.0,,,Husband,,<=50K
388-94-3488,48.0,,Married-civ-spouse,Husband,Male,<=50K
879-11-5478,31.0,,Divorced,,Male,>50K
655-55-8967,57.0,,,Unmarried,Female,<=50K
039-58-8452,36.0,HS-grad,Never-married,,Female,>50K
736-51-7198,45.0,,Married-civ-spouse,Husband,Male,
638-26-7812,26.0,,Never-married,Not-in-family,,
874-50-8598,24.0,Assoc-acdm,Married-civ-spouse,Husband,Male,<=50K
391-64-6191,40.0,Some-college,Divorced,Not-in-family,,
917-22-9728,51.0,11th,Married-civ-spouse,Husband,Male,
807-98-5257,44.0,Preschool,Married-civ-spouse,Husband,Male,<=50K
260-81-0810,50.0,Masters,Married-civ-spouse,Husband,,
789-40-4176,31.0,9th,,Husband,,<=50K
770-14-7419,32.0,Bachelors,Married-civ-spouse,Husband,Male,
556-11-1793,,HS-grad,,Other-relative,Male,
879-48-4028,56.0,,Widowed,Not-in-family,Male,
322-81-9409,,,Never-married,Not-in-family,Male,>50K
546-80-5896,27.0,,Divorced,Not-in-family,Female,
476-01-3513,41.0,,Divorced,Unmarried,,>50K
082-40-1719,41.0,,Never-married,Unmarried,Female,
153-25-5528,20.0,,,,Female,<=50K
481-63-3906,37.0,HS-grad,Never-married,Own-child,Female,<=50K
983-87-5920,46.0,Bachelors,Married-civ-spouse,Husband,Male,
483-07-7395,25.0,,Never-married,Not-in-family,Male,
499-07-8623,29.0,HS-grad,Married-spouse-absent,Not-in-family,,<=50K
199-41-6461,54.0,Some-college,Never-married,Other-relative,Male,<=50K
571-49-8770,51.0,Some-college,Never-married,,Female,
722-23-5871,24.0,HS-grad,Divorced,Not-in-family,Female,<=50K
376-56-6338,38.0,,Married-civ-spouse,Husband,,
172-29-7297,40.0,Assoc-voc,Never-married,,Female,>50K
526-84-2751,39.0,Bachelors,,Not-in-family,Female,
002-21-1302,50.0,Some-college,Married-civ-spouse,,Male,
089-77-2727,23.0,,Divorced,,Male,
184-33-6609,21.0,Bachelors,,,Male,<=50K
086-60-9336,48.0,HS-grad,Separated,Unmarried,Male,<=50K
245-97-6658,,,Married-civ-spouse,Husband,Male,<=50K
751-38-2063,30.0,HS-grad,Married-civ-spouse,Husband,Male,
412-40-7861,55.0,,Married-civ-spouse,Husband,Male,<=50K
933-81-4495,42.0,Some-college,Married-civ-spouse,Husband,Male,>50K
844-99-3856,29.0,Some-college,,Not-in-family,Female,
298-80-2211,29.0,,,,,<=50K
817-56-7566,19.0,Bachelors,Married-civ-spouse,,Male,
715-81-6952,50.0,1st-4th,Never-married,Other-relative,Male,<=50K
000-73-7100,55.0,HS-grad,Divorced,Unmarried,Female,<=50K
538-26-7812,20.0,HS-grad,Never-married,Own-child,Male,
782-21-7443,31.0,,Married-civ-spouse,Wife,,<=50K
011-64-0049,31.0,Some-college,Divorced,Unmarried,Female,
181-54-1768,46.0,HS-grad,Married-civ-spouse,Husband,,>50K
157-95-4545,24.0,Some-college,Married-civ-spouse,Husband,Male,
135-84-1523,35.0,HS-grad,Never-married,Other-relative,Male,
263-63-6363,20.0,HS-grad,,Other-relative,Male,
493-76-5355,,,Married-civ-spouse,Husband,Male,>50K
577-30-3439,45.0,,Never-married,,Male,
041-92-2604,43.0,HS-grad,Divorced,Unmarried,,
851-99-6313,44.0,Bachelors,Married-civ-spouse,Husband,,
394-07-2481,,Some-college,,Not-in-family,Male,
940-69-4102,45.0,,Married-civ-spouse,Husband,Male,
899-32-4323,,,,Unmarried,Female,
001-32-0638,28.0,Some-college,Never-married,,Male,<=50K
217-56-7567,29.0,,Never-married,,,<=50K
199-47-7886,44.0,,,Husband,,>50K
082-03-3169,,Bachelors,Married-civ-spouse,Husband,Male,<=50K
577-27-2726,43.0,,Married-civ-spouse,Husband,Male,
652-82-5552,26.0,Some-college,,Own-child,Female,<=50K
046-09-9508,,HS-grad,Divorced,Not-in-family,,<=50K
645-48-5257,20.0,,,Own-child,Female,<=50K
724-29-3611,36.0,Some-college,Never-married,,Male,
925-82-9237,43.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
062-00-8599,40.0,HS-grad,,Not-in-family,Male,
318-79-6068,52.0,Some-college,Divorced,Unmarried,Female,
012-00-8599,25.0,Bachelors,Never-married,Own-child,Female,
060-19-6560,64.0,Masters,,Husband,Male,<=50K
170-54-6682,26.0,HS-grad,,Not-in-family,Female,>50K
009-15-2334,35.0,,Married-civ-spouse,,Male,<=50K
743-12-0392,40.0,,Married-civ-spouse,Husband,,
863-23-7099,48.0,11th,Separated,Not-in-family,Male,
519-84-0294,34.0,1st-4th,Never-married,Not-in-family,,
252-67-1989,26.0,Bachelors,Never-married,Not-in-family,,<=50K
806-20-3930,48.0,,Never-married,,Female,
947-54-2996,33.0,,,Husband,,<=50K
460-87-2235,,HS-grad,Married-civ-spouse,Husband,,<=50K
878-80-8352,49.0,,,,,>50K
892-44-4716,44.0,Bachelors,Married-civ-spouse,,Male,
777-45-7001,42.0,12th,Married-civ-spouse,Husband,Male,<=50K
198-55-6510,51.0,Assoc-voc,Married-civ-spouse,Husband,Male,
612-71-4987,67.0,HS-grad,Never-married,Not-in-family,Female,
035-96-4373,33.0,HS-grad,,,Female,<=50K
388-60-5650,33.0,,Separated,Not-in-family,Female,<=50K
369-99-3857,79.0,Masters,Married-civ-spouse,Husband,Male,
682-09-4593,56.0,HS-grad,Never-married,,,
200-79-8525,47.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
431-23-4643,31.0,,Never-married,Not-in-family,,<=50K
738-17-5674,38.0,Bachelors,Never-married,Own-child,Male,>50K
522-57-3709,36.0,,Married-civ-spouse,,Male,
455-86-6092,22.0,Some-college,Never-married,,Male,<=50K
219-13-3906,23.0,12th,Never-married,,Male,<=50K
779-08-4765,19.0,HS-grad,Never-married,Not-in-family,Male,<=50K
793-64-2505,38.0,Some-college,,,Male,>50K
620-48-5257,,,Separated,Unmarried,Female,
361-60-9336,40.0,10th,,Own-child,,
106-11-1793,32.0,Some-college,,Unmarried,,<=50K
856-54-1768,,,Married-civ-spouse,Husband,Male,
750-49-1399,,,Never-married,Not-in-family,Male,<=50K
272-29-7297,24.0,Assoc-voc,Never-married,Not-in-family,Male,
951-71-9900,45.0,Bachelors,Never-married,Not-in-family,,>50K
372-94-2260,32.0,Some-college,Married-civ-spouse,Husband,Male,
371-28-3783,59.0,HS-grad,Married-civ-spouse,Husband,,
469-13-3906,80.0,Bachelors,Never-married,Not-in-family,Female,<=50K
141-61-5478,30.0,,Never-married,Other-relative,,
237-53-0712,25.0,9th,Married-civ-spouse,Husband,Male,<=50K
565-04-9139,32.0,,Married-civ-spouse,Husband,Male,<=50K
831-17-3217,36.0,,Divorced,Unmarried,Female,<=50K
168-45-8230,24.0,HS-grad,Married-civ-spouse,Own-child,Female,
104-79-1154,,Doctorate,,,Male,>50K
597-29-7296,,HS-grad,,Husband,Male,
913-94-3488,29.0,HS-grad,,Not-in-family,Male,<=50K
410-01-2284,54.0,Bachelors,Never-married,Not-in-family,Male,
238-69-7788,56.0,HS-grad,,Husband,Male,<=50K
598-28-0097,63.0,Some-college,Divorced,Not-in-family,,
432-73-9557,54.0,Assoc-voc,Married-civ-spouse,Husband,,
120-48-5257,59.0,Bachelors,,Husband,,<=50K
471-99-0171,45.0,HS-grad,,Husband,,<=50K
078-22-4815,64.0,Some-college,Widowed,,Female,<=50K
963-29-8524,30.0,Some-college,Never-married,,,
701-41-2775,20.0,Bachelors,Never-married,Own-child,Male,
107-64-7420,24.0,HS-grad,,,,<=50K
520-88-4520,35.0,HS-grad,Divorced,Not-in-family,Female,
114-00-4913,21.0,Some-college,Widowed,,Male,
522-29-7296,41.0,HS-grad,,,,
012-37-7149,67.0,,Married-civ-spouse,Husband,,<=50K
545-20-8844,40.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
367-04-5454,56.0,,Married-civ-spouse,Husband,,
835-90-2947,24.0,,Never-married,,Female,<=50K
533-81-4495,25.0,HS-grad,Widowed,Own-child,Male,<=50K
200-95-2088,36.0,5th-6th,Never-married,,,<=50K
639-03-5625,,Some-college,Never-married,Own-child,Female,
702-42-6289,35.0,,,Not-in-family,,
479-60-6879,22.0,HS-grad,Never-married,Own-child,Male,
822-17-4446,32.0,,Married-civ-spouse,Husband,,<=50K
872-29-7296,54.0,Bachelors,,,Male,<=50K
637-80-7124,44.0,,Married-civ-spouse,Husband,Male,
209-82-8009,60.0,HS-grad,Divorced,Not-in-family,Male,<=50K
435-78-0097,28.0,Some-college,Married-civ-spouse,Wife,Female,
938-32-9237,,,Never-married,Own-child,Female,
375-18-4274,21.0,,Divorced,Other-relative,,<=50K
843-64-2505,20.0,10th,Never-married,,Female,<=50K
637-34-6436,28.0,,Married-civ-spouse,Husband,Male,<=50K
841-15-4790,48.0,,Married-civ-spouse,,,
696-34-5208,26.0,HS-grad,Married-civ-spouse,Husband,,
302-11-9164,31.0,,,,,
418-30-4667,44.0,HS-grad,Married-civ-spouse,,Female,
367-19-9016,38.0,HS-grad,Divorced,Not-in-family,,>50K
070-51-5970,27.0,Some-college,,Not-in-family,Male,<=50K
054-57-6167,30.0,Some-college,Divorced,,,
972-05-1596,30.0,Some-college,Never-married,,Male,<=50K
130-40-5405,37.0,HS-grad,Never-married,Not-in-family,Male,
998-31-0809,22.0,Bachelors,Never-married,Own-child,Female,<=50K
171-00-7370,36.0,,Married-spouse-absent,Not-in-family,,<=50K
927-73-3414,38.0,11th,Married-civ-spouse,,Male,<=50K
230-15-9704,19.0,,Never-married,Unmarried,Male,<=50K
294-99-3857,67.0,9th,Widowed,Unmarried,Female,<=50K
658-20-0245,,HS-grad,Married-civ-spouse,Husband,,
255-86-6093,50.0,,Never-married,Unmarried,,
650-85-9950,61.0,HS-grad,Married-civ-spouse,Husband,Male,
888-39-0662,,Assoc-voc,,,Male,<=50K
465-84-7665,66.0,Assoc-voc,,,Male,<=50K
827-70-2701,48.0,Bachelors,Married-civ-spouse,Husband,,>50K
202-91-7690,55.0,HS-grad,Divorced,Unmarried,Male,
936-08-7222,26.0,HS-grad,Divorced,,Male,<=50K
515-35-6264,64.0,Bachelors,Divorced,Not-in-family,Female,
074-47-7886,49.0,Some-college,Never-married,Own-child,,<=50K
979-33-0465,40.0,Bachelors,Never-married,Not-in-family,Male,
222-14-3734,,5th-6th,Married-civ-spouse,Husband,Male,<=50K
050-85-9950,40.0,HS-grad,Married-civ-spouse,Wife,,
080-40-5405,,Bachelors,,Husband,Male,>50K
370-97-6658,35.0,Assoc-voc,Married-spouse-absent,Unmarried,Male,
450-52-2112,29.0,HS-grad,Never-married,Not-in-family,Female,
055-46-6830,51.0,HS-grad,Married-civ-spouse,Husband,Male,
451-53-5626,54.0,Doctorate,Married-civ-spouse,Husband,,
141-27-7641,38.0,,Married-civ-spouse,Husband,Male,
382-37-1006,49.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
848-77-1497,53.0,,Married-civ-spouse,Husband,,<=50K
351-87-3464,33.0,,Married-civ-spouse,Husband,,
047-45-0859,35.0,Bachelors,Divorced,,Male,<=50K
012-16-2162,51.0,,Divorced,Not-in-family,,
398-12-6535,19.0,HS-grad,Never-married,,Male,
775-06-1424,47.0,HS-grad,Married-civ-spouse,Wife,Female,
864-55-7738,44.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
287-00-8599,30.0,,Never-married,Own-child,Male,<=50K
821-00-7370,25.0,Bachelors,,Husband,Male,<=50K
625-52-2112,69.0,,Married-civ-spouse,Husband,,
210-74-9385,22.0,,Separated,,,<=50K
850-64-4962,29.0,HS-grad,Divorced,,,<=50K
297-72-7272,36.0,,Married-civ-spouse,Husband,Male,<=50K
937-00-8598,27.0,,Never-married,Not-in-family,Female,
413-08-3537,50.0,HS-grad,Married-civ-spouse,Husband,,>50K
220-20-8844,31.0,Bachelors,Married-civ-spouse,,,<=50K
062-34-6437,56.0,HS-grad,Married-civ-spouse,Husband,Male,
981-08-1080,33.0,,,Wife,,
360-10-4422,41.0,Some-college,,Husband,Male,
977-88-6976,,Some-college,Married-civ-spouse,,Female,<=50K
551-41-2775,35.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
969-37-9605,30.0,Masters,Never-married,Not-in-family,,>50K
102-11-9164,25.0,Bachelors,Never-married,Own-child,,<=50K
125-12-2849,19.0,HS-grad,,Own-child,,<=50K
233-96-8058,69.0,,Never-married,Not-in-family,Male,<=50K
080-31-3267,25.0,Bachelors,Married-civ-spouse,Husband,,
336-67-0761,22.0,,Never-married,,,<=50K
446-95-9459,34.0,5th-6th,,Unmarried,,<=50K
036-42-5061,45.0,HS-grad,Divorced,Unmarried,Female,<=50K
286-85-5036,23.0,,Married-civ-spouse,,Female,<=50K
675-03-0711,70.0,5th-6th,Married-civ-spouse,,Female,<=50K
140-87-8378,40.0,Bachelors,,,,>50K
701-62-7763,37.0,Bachelors,Never-married,Own-child,,
933-35-3807,21.0,Some-college,Married-civ-spouse,Husband,,
903-83-9065,39.0,HS-grad,Never-married,Not-in-family,,
949-17-0760,51.0,Assoc-acdm,Married-civ-spouse,,,>50K
128-65-4791,,Bachelors,Married-civ-spouse,Wife,,>50K
958-13-8819,45.0,Some-college,,Husband,Male,>50K
071-56-0196,33.0,,Never-married,Not-in-family,Female,>50K
640-72-4815,50.0,Bachelors,Never-married,Not-in-family,Male,>50K
218-82-6781,77.0,,Never-married,Not-in-family,,
030-34-3980,17.0,HS-grad,Divorced,Not-in-family,Female,
962-77-6411,41.0,,Divorced,Not-in-family,,<=50K
334-30-5896,17.0,Some-college,Never-married,Own-child,Female,<=50K
358-44-5945,33.0,Some-college,Never-married,,Female,
772-66-5846,26.0,,Married-civ-spouse,Husband,Male,<=50K
663-82-0638,41.0,HS-grad,,Unmarried,Male,<=50K
063-88-2063,57.0,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
142-93-6117,21.0,,Never-married,Own-child,Male,
310-22-7272,44.0,Bachelors,Married-civ-spouse,Wife,,
286-17-9360,,HS-grad,Never-married,Own-child,Male,
300-24-5699,21.0,11th,Widowed,Own-child,Female,<=50K
387-07-0024,23.0,Some-college,,Not-in-family,Female,<=50K
581-35-7493,49.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
465-38-6977,20.0,Some-college,Never-married,Own-child,Female,<=50K
137-31-5724,42.0,HS-grad,Divorced,Not-in-family,,
235-56-5110,58.0,,Divorced,,Female,<=50K
256-81-8181,42.0,Some-college,Divorced,Not-in-family,,<=50K
026-56-6339,43.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
447-81-9409,38.0,HS-grad,Married-civ-spouse,Husband,,
341-67-6903,19.0,,Never-married,Own-child,,<=50K
543-05-8967,21.0,,Never-married,Not-in-family,Male,
361-76-2898,,HS-grad,Divorced,,,<=50K
799-81-5724,53.0,Some-college,Married-civ-spouse,Husband,,
313-05-2825,46.0,,Married-civ-spouse,Husband,Male,
344-68-6731,,Bachelors,Married-civ-spouse,Husband,,
355-65-1105,19.0,,Never-married,Own-child,,
352-88-6977,28.0,HS-grad,,Other-relative,,<=50K
959-12-1620,46.0,Some-college,,Unmarried,,<=50K
656-23-4643,34.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
389-64-9876,27.0,HS-grad,Married-civ-spouse,Husband,,<=50K
095-05-5282,22.0,,Married-civ-spouse,Husband,,<=50K
948-31-0809,22.0,HS-grad,Married-civ-spouse,Husband,,
342-75-1842,38.0,,Never-married,Other-relative,,
026-13-6363,75.0,HS-grad,Never-married,Not-in-family,,<=50K
205-68-1817,,HS-grad,Married-civ-spouse,Husband,,<=50K
861-82-4323,,HS-grad,Never-married,Not-in-family,Male,
053-19-4103,41.0,Bachelors,Separated,Not-in-family,,>50K
704-97-5429,,10th,Never-married,Not-in-family,,<=50K
412-99-1400,62.0,Prof-school,Divorced,Not-in-family,,
689-28-1326,48.0,Some-college,Divorced,Not-in-family,Female,
495-60-8107,65.0,Masters,Married-civ-spouse,Wife,,<=50K
587-25-4299,43.0,9th,Divorced,Not-in-family,,
268-02-8255,43.0,,Married-spouse-absent,Not-in-family,,
574-87-7149,23.0,HS-grad,Never-married,Own-child,Female,>50K
417-90-5404,44.0,Bachelors,Married-civ-spouse,Wife,,
581-69-5331,,,Married-civ-spouse,,Male,
244-34-8894,54.0,Prof-school,Married-civ-spouse,,,>50K
021-56-0196,30.0,,Married-civ-spouse,Husband,,<=50K
402-91-7690,,,Widowed,Not-in-family,Female,
549-90-7861,,HS-grad,Married-civ-spouse,,Male,
631-32-6780,41.0,,Married-civ-spouse,Husband,Male,<=50K
224-50-8599,36.0,Prof-school,Married-civ-spouse,Husband,Male,
122-91-1547,,Bachelors,Married-civ-spouse,Husband,Male,
096-80-5896,72.0,,,Husband,,
869-71-7443,22.0,HS-grad,Never-married,,Male,<=50K
664-89-5576,20.0,Bachelors,Married-civ-spouse,Husband,,
053-96-1916,18.0,Preschool,,Not-in-family,,
667-01-4741,36.0,,Married-civ-spouse,Husband,,
717-35-2579,39.0,Some-college,,Husband,Male,
256-20-3930,,Doctorate,Divorced,Not-in-family,Male,>50K
610-81-0810,34.0,HS-grad,Separated,,Male,<=50K
564-71-1301,,Some-college,Widowed,Not-in-family,,<=50K
169-62-5306,32.0,HS-grad,Divorced,Unmarried,Female,<=50K
195-94-5945,55.0,Bachelors,Widowed,Not-in-family,Female,
030-37-4692,39.0,Bachelors,,Husband,Male,>50K
637-16-2161,31.0,Some-college,Divorced,Unmarried,,<=50K
945-45-4544,56.0,Some-college,Divorced,Not-in-family,Male,<=50K
186-11-7935,35.0,Some-college,Never-married,Own-child,Female,<=50K
064-09-7051,44.0,,Divorced,Unmarried,,>50K
417-78-2554,35.0,HS-grad,Married-civ-spouse,Husband,,
156-91-0319,42.0,Some-college,,Own-child,Male,>50K
130-71-2530,,,,,,
301-25-9213,20.0,,,Own-child,Female,
866-64-6190,46.0,,Married-civ-spouse,,Male,<=50K
297-94-2260,30.0,,Widowed,Unmarried,,<=50K
347-78-8697,34.0,,Separated,,Male,
602-79-4839,55.0,HS-grad,Married-civ-spouse,Husband,Male,
272-97-2972,24.0,HS-grad,Never-married,Not-in-family,,
871-89-8033,19.0,,,Own-child,,
273-92-5061,47.0,,,,Female,
195-70-0245,24.0,,,Own-child,,
546-19-1645,45.0,HS-grad,Divorced,Unmarried,Female,
247-91-1547,60.0,HS-grad,Never-married,,,<=50K
927-42-6288,30.0,HS-grad,Separated,Unmarried,,<=50K
691-03-1940,22.0,HS-grad,Never-married,Other-relative,Female,
222-02-0884,23.0,,Never-married,Own-child,,
072-85-0122,56.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
849-32-4323,53.0,,Never-married,Not-in-family,Male,<=50K
287-89-9262,40.0,Some-college,,Unmarried,Female,
330-58-9680,52.0,Some-college,Married-civ-spouse,Husband,Male,
705-28-2554,,Some-college,,Unmarried,Female,
727-45-7001,31.0,Some-college,Never-married,Own-child,Female,<=50K
339-58-8451,20.0,Some-college,Divorced,Other-relative,Male,<=50K
505-86-6092,54.0,Bachelors,,Husband,,
371-09-9508,34.0,HS-grad,Divorced,Not-in-family,,<=50K
366-73-8328,79.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
712-00-8598,38.0,,,,Female,<=50K
770-42-3832,17.0,Bachelors,Married-civ-spouse,Own-child,,<=50K
442-87-4692,42.0,HS-grad,Married-spouse-absent,Not-in-family,Female,
998-43-3659,31.0,Some-college,Married-civ-spouse,Husband,Male,
206-81-8181,22.0,10th,Separated,Unmarried,,
713-26-7812,34.0,12th,Never-married,,Male,>50K
087-83-7837,22.0,Assoc-voc,Never-married,Not-in-family,Female,
666-09-3365,,,Married-civ-spouse,Husband,Male,<=50K
922-08-2308,55.0,,Married-civ-spouse,Husband,,<=50K
669-25-6756,45.0,Masters,Married-civ-spouse,Husband,Male,>50K
108-23-0958,43.0,HS-grad,Never-married,Not-in-family,Male,<=50K
645-51-5969,31.0,HS-grad,Separated,Unmarried,,
002-79-4840,45.0,,Married-civ-spouse,Husband,Male,<=50K
114-34-2751,,Assoc-voc,Never-married,Not-in-family,Male,<=50K
494-74-8156,56.0,HS-grad,Married-civ-spouse,Husband,,
396-43-7346,37.0,HS-grad,Never-married,Not-in-family,Male,
537-22-3586,58.0,Some-college,Married-civ-spouse,Husband,,<=50K
951-84-2750,38.0,Bachelors,Never-married,Not-in-family,,<=50K
459-82-8009,23.0,Masters,Never-married,,,
043-64-2506,52.0,Some-college,,Not-in-family,Male,
172-26-6584,31.0,HS-grad,Divorced,Not-in-family,Male,<=50K
707-70-8844,42.0,,,Unmarried,,>50K
