ssn,age,education,marital-status,relationship,sex,income
384-21-3758,87.0,HS-grad,Never-married,Own-child,,
655-37-4692,37.0,Some-college,,,Male,<=50K
351-16-7075,22.0,,Never-married,Not-in-family,Male,<=50K
635-78-0097,36.0,HS-grad,Never-married,Not-in-family,Male,
989-15-8475,20.0,HS-grad,Never-married,Own-child,Male,
540-32-5552,35.0,,Married-civ-spouse,,Male,>50K
713-88-2063,32.0,HS-grad,,Own-child,Male,
012-53-0712,50.0,HS-grad,Married-civ-spouse,,,>50K
821-89-8033,40.0,,,Not-in-family,Female,<=50K
049-99-9999,18.0,11th,Never-married,Own-child,Male,
100-42-9975,40.0,Bachelors,Never-married,Not-in-family,Male,
173-43-3660,32.0,,,Unmarried,,
559-27-5183,57.0,Prof-school,Married-civ-spouse,Husband,Male,<=50K
464-12-7763,18.0,7th-8th,Never-married,,Female,
937-53-0711,58.0,,Divorced,Unmarried,Female,<=50K
113-20-6388,46.0,,Married-civ-spouse,,Male,
030-52-8255,,Assoc-voc,Married-civ-spouse,,,<=50K
498-89-4348,45.0,HS-grad,,Husband,,<=50K
357-12-5306,78.0,,Widowed,Not-in-family,,>50K
280-46-6830,21.0,,Never-married,Not-in-family,Male,>50K
761-97-7886,43.0,HS-grad,Married-civ-spouse,Husband,,
374-44-7174,48.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
560-07-3709,25.0,Bachelors,,Wife,,<=50K
805-52-8254,32.0,Bachelors,Married-civ-spouse,Husband,Male,
045-11-6707,25.0,9th,Separated,Unmarried,,
556-51-1055,,,,Wife,Male,>50K
270-08-5994,,Some-college,Never-married,Not-in-family,,
594-10-3193,,,Married-civ-spouse,Husband,,
005-12-8992,33.0,,Married-civ-spouse,Husband,Male,
426-07-4938,30.0,Assoc-acdm,Never-married,,Female,<=50K
407-98-5257,61.0,Masters,,Not-in-family,Male,
858-47-6657,40.0,,Married-civ-spouse,Husband,Male,
932-40-1718,38.0,,Never-married,Not-in-family,Male,<=50K
691-30-8353,27.0,Some-college,Never-married,,,<=50K
762-34-6436,24.0,10th,Never-married,,,
071-03-8083,29.0,HS-grad,Married-civ-spouse,Husband,Male,
323-92-5061,20.0,,,Not-in-family,,
114-55-7739,47.0,Some-college,,,,
316-79-9753,,Masters,Married-civ-spouse,Husband,Male,
312-19-2874,35.0,Bachelors,Never-married,Not-in-family,Female,
349-20-1473,46.0,HS-grad,Divorced,Not-in-family,,<=50K
879-42-2603,46.0,7th-8th,Divorced,Unmarried,Male,<=50K
772-81-9409,54.0,,,Not-in-family,Male,>50K
367-32-1866,31.0,Bachelors,Never-married,Not-in-family,,<=50K
708-53-8082,54.0,Assoc-voc,Married-civ-spouse,Husband,,>50K
524-26-2898,45.0,,Divorced,Unmarried,Female,
885-10-4421,35.0,11th,Never-married,Not-in-family,Female,<=50K
434-49-0171,50.0,HS-grad,Widowed,Not-in-family,Female,
185-71-8673,,HS-grad,Never-married,Not-in-family,Female,<=50K
600-70-6387,23.0,10th,Never-married,Own-child,Male,
969-65-6018,17.0,HS-grad,Never-married,Own-child,Female,<=50K
805-12-8991,58.0,Assoc-acdm,Married-civ-spouse,Husband,,
191-86-1179,31.0,Bachelors,Never-married,Not-in-family,,<=50K
860-10-4421,43.0,,Married-civ-spouse,Husband,Male,>50K
989-34-2750,,Some-college,Married-civ-spouse,Husband,,>50K
359-30-5896,51.0,,,Husband,Male,>50K
792-19-9016,,,Married-civ-spouse,Husband,,<=50K
291-30-8353,52.0,HS-grad,Married-civ-spouse,Husband,,<=50K
069-50-2456,45.0,Some-college,Married-civ-spouse,Husband,Male,
141-89-1891,55.0,,Married-civ-spouse,Husband,,>50K
686-67-0760,28.0,10th,Married-civ-spouse,Husband,,<=50K
576-10-5650,36.0,,,,Female,<=50K
739-46-5601,19.0,Masters,Never-married,Own-child,Female,
100-09-2137,51.0,,,,,
018-36-6093,18.0,Some-college,Never-married,Own-child,,
337-49-9999,34.0,,,Not-in-family,Male,<=50K
935-04-2996,29.0,,Married-civ-spouse,Husband,Male,>50K
794-37-9606,,HS-grad,,Husband,Male,>50K
022-02-0884,36.0,,Married-civ-spouse,,,
138-94-3488,37.0,HS-grad,,Not-in-family,Female,
727-91-7689,33.0,,Married-spouse-absent,Not-in-family,,
911-94-7173,41.0,,Divorced,,,
245-60-8107,65.0,,Married-civ-spouse,Husband,Male,<=50K
134-58-2309,21.0,HS-grad,Never-married,Not-in-family,Male,
722-17-4446,38.0,,,Own-child,Male,<=50K
813-97-4200,34.0,,Married-civ-spouse,Husband,Male,
068-91-8918,33.0,HS-grad,,Own-child,Female,<=50K
996-99-0170,47.0,,Married-civ-spouse,Husband,,
240-47-9115,40.0,HS-grad,Married-civ-spouse,Husband,Male,
123-86-3636,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
238-26-7813,41.0,HS-grad,Married-civ-spouse,Husband,Male,
918-48-8942,65.0,HS-grad,,Husband,Male,>50K
201-47-4201,52.0,HS-grad,,Husband,Female,<=50K
161-91-6461,18.0,12th,Never-married,,Male,
898-98-6485,22.0,Some-college,Never-married,,,
341-61-5478,44.0,Some-college,Never-married,Not-in-family,,
693-42-7517,25.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
381-44-9631,35.0,HS-grad,Never-married,,,
257-58-5994,36.0,10th,,Husband,,>50K
312-96-0687,49.0,,Married-civ-spouse,Husband,,
021-65-2334,44.0,HS-grad,Married-civ-spouse,Husband,,>50K
557-86-2407,,,Divorced,Unmarried,Female,<=50K
333-99-8771,32.0,HS-grad,Married-civ-spouse,,Male,
817-75-1841,48.0,,Divorced,Not-in-family,Female,<=50K
427-51-8427,29.0,Some-college,Married-civ-spouse,Husband,Male,>50K
101-84-2751,61.0,,Married-spouse-absent,Not-in-family,Male,
258-41-5233,44.0,11th,Married-civ-spouse,Husband,,<=50K
328-04-0540,49.0,HS-grad,Divorced,Not-in-family,,
106-69-5331,67.0,Bachelors,Widowed,Unmarried,Male,
738-82-0638,18.0,HS-grad,,Own-child,Male,
944-65-6018,34.0,Some-college,,Husband,Male,
734-49-0171,38.0,Assoc-acdm,Divorced,Not-in-family,,
328-40-9090,23.0,Preschool,Never-married,Not-in-family,Male,
846-16-0932,36.0,,Divorced,Not-in-family,Male,
630-28-2554,46.0,Some-college,Married-civ-spouse,Husband,,
350-49-1400,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
893-21-2529,20.0,Some-college,Never-married,Unmarried,,
103-62-4078,47.0,Masters,Married-civ-spouse,Husband,Male,>50K
258-72-2358,24.0,Bachelors,Never-married,Other-relative,Male,<=50K
871-52-9483,23.0,HS-grad,Never-married,Not-in-family,Male,>50K
357-67-8132,29.0,HS-grad,Married-civ-spouse,Husband,Female,
755-80-4667,29.0,,Never-married,Not-in-family,,<=50K
308-04-6682,73.0,11th,Never-married,Not-in-family,Male,<=50K
682-70-8844,65.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
769-87-1006,33.0,,Separated,Not-in-family,,<=50K
617-84-3979,,,Never-married,,,<=50K
661-76-2898,53.0,HS-grad,Married-civ-spouse,Husband,Male,
025-39-9262,40.0,11th,,Unmarried,,
233-26-1670,35.0,,Married-civ-spouse,,Male,<=50K
999-14-0048,29.0,Masters,Married-civ-spouse,Husband,,<=50K
982-12-5306,43.0,HS-grad,Divorced,Unmarried,Female,
393-94-9631,52.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
058-38-4520,27.0,Some-college,Never-married,Not-in-family,Female,<=50K
250-46-0687,42.0,,Married-civ-spouse,Husband,,>50K
097-45-0859,66.0,Some-college,Divorced,,Female,<=50K
613-17-5675,23.0,HS-grad,Never-married,Own-child,Male,
031-94-1031,,Assoc-voc,,Husband,Male,
077-11-9164,41.0,Bachelors,Never-married,Own-child,Female,
740-11-0564,39.0,Some-college,Never-married,Not-in-family,Female,
209-98-1572,48.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
038-42-1375,46.0,,,Husband,Male,<=50K
044-96-3144,39.0,,Married-civ-spouse,Wife,,
588-60-5650,30.0,Bachelors,,,,
121-00-7370,19.0,Some-college,Never-married,Not-in-family,,
241-55-4053,35.0,HS-grad,Married-civ-spouse,,Male,
143-67-3218,41.0,11th,Divorced,Unmarried,Male,<=50K
286-70-1473,42.0,,Separated,Unmarried,Male,<=50K
712-43-8574,33.0,HS-grad,,Not-in-family,,
629-02-3340,63.0,12th,Married-civ-spouse,Husband,,>50K
007-64-7420,28.0,Some-college,Divorced,Not-in-family,Female,<=50K
595-57-7394,55.0,Assoc-acdm,Divorced,Not-in-family,Female,<=50K
220-73-0958,17.0,Bachelors,Never-married,Own-child,Female,<=50K
608-93-7345,20.0,HS-grad,,Not-in-family,Female,<=50K
006-41-8918,28.0,Bachelors,Never-married,Not-in-family,,<=50K
414-46-5601,34.0,Assoc-voc,Never-married,,Female,
629-94-4716,46.0,HS-grad,Divorced,Not-in-family,Female,
791-12-4077,33.0,,Married-civ-spouse,Husband,,>50K
264-43-4889,36.0,HS-grad,Married-civ-spouse,Husband,Male,
053-59-3366,36.0,HS-grad,,,,<=50K
145-05-5282,,Bachelors,Widowed,Not-in-family,,>50K
022-17-4447,19.0,,,,Male,<=50K
608-90-6633,25.0,HS-grad,,Own-child,,
042-16-8304,,Some-college,,Husband,Female,
055-06-7567,24.0,12th,Never-married,Own-child,Female,
877-48-7714,24.0,,Never-married,,Male,<=50K
177-70-2702,51.0,Some-college,,Not-in-family,,<=50K
680-58-9679,52.0,,Divorced,Unmarried,Female,<=50K
143-76-5356,18.0,,Never-married,,Female,
175-24-5700,,Doctorate,Married-civ-spouse,Husband,,<=50K
107-95-4545,31.0,,,Not-in-family,,<=50K
676-53-5625,,,,Own-child,,
855-40-5404,23.0,HS-grad,Never-married,Own-child,,<=50K
193-61-1793,21.0,Bachelors,Never-married,Own-child,,
103-43-9803,58.0,HS-grad,Divorced,Not-in-family,,
618-12-0392,44.0,,Never-married,Not-in-family,Male,
986-39-4347,31.0,,Married-civ-spouse,Husband,,
329-72-9729,,HS-grad,Married-civ-spouse,Husband,Female,
547-85-0122,41.0,Bachelors,Separated,Unmarried,,<=50K
444-34-8893,30.0,Assoc-acdm,Never-married,Not-in-family,Female,
012-65-3562,36.0,Assoc-voc,Never-married,Not-in-family,Male,<=50K
578-77-7640,34.0,,Married-civ-spouse,Husband,,
790-84-7665,40.0,Assoc-voc,,,Female,
830-95-8230,29.0,10th,Never-married,Unmarried,,
662-65-3561,34.0,,Never-married,Own-child,,<=50K
811-14-8647,21.0,,Never-married,Own-child,Male,
895-97-6657,49.0,Some-college,Married-civ-spouse,Husband,Male,>50K
831-78-7468,41.0,HS-grad,Divorced,Unmarried,,
303-19-4102,,HS-grad,Divorced,Unmarried,Female,<=50K
476-56-6338,54.0,HS-grad,Widowed,,,<=50K
153-37-8378,29.0,HS-grad,Separated,Unmarried,,<=50K
824-53-9311,28.0,,Married-civ-spouse,Husband,,
615-60-1964,55.0,,Married-civ-spouse,,,>50K
743-24-3242,58.0,HS-grad,Divorced,Not-in-family,,
831-97-1743,34.0,HS-grad,Never-married,,,<=50K
975-92-1374,61.0,,Widowed,Not-in-family,,
202-45-7002,28.0,Bachelors,Married-civ-spouse,Husband,Female,<=50K
037-10-0737,41.0,10th,Separated,,Female,
057-86-2407,59.0,Some-college,Married-civ-spouse,Husband,Male,>50K
146-77-5184,18.0,Some-college,Never-married,Own-child,,
178-34-7665,46.0,Some-college,Married-civ-spouse,Husband,Male,>50K
587-65-3562,45.0,,,Husband,,<=50K
532-34-0294,51.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
714-31-2038,29.0,,Divorced,Unmarried,Female,
304-54-5454,36.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
206-78-7469,24.0,11th,Never-married,,Male,<=50K
798-55-6510,53.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
253-28-6240,26.0,,Never-married,,,
435-28-8697,41.0,Some-college,Married-civ-spouse,,,<=50K
412-71-4987,41.0,,Never-married,Unmarried,Male,
626-87-3463,36.0,,,Husband,Male,<=50K
095-14-7420,37.0,,,Husband,Female,>50K
061-36-3636,20.0,HS-grad,,,,
990-63-2677,24.0,,Married-civ-spouse,Husband,Male,<=50K
991-89-1890,30.0,HS-grad,Married-civ-spouse,Husband,Male,
356-29-6068,35.0,Bachelors,,Own-child,,<=50K
613-69-7788,45.0,Some-college,Married-civ-spouse,Husband,,
412-86-8549,35.0,,,Own-child,,<=50K
371-68-3046,41.0,Bachelors,Never-married,Not-in-family,Female,<=50K
890-07-9851,47.0,11th,,Husband,Male,<=50K
884-85-8721,23.0,Masters,Divorced,Other-relative,,<=50K
591-06-2652,33.0,Bachelors,Never-married,Own-child,,
500-92-1375,49.0,HS-grad,Divorced,Not-in-family,Male,
322-57-3709,45.0,,Married-civ-spouse,Husband,,
024-81-5724,19.0,,Never-married,,,
748-58-7222,29.0,,,Husband,,<=50K
687-00-8598,26.0,HS-grad,Divorced,Not-in-family,Female,<=50K
712-22-3586,52.0,,Divorced,Not-in-family,Female,
498-31-0810,41.0,,Married-civ-spouse,Husband,Male,>50K
044-25-6756,31.0,HS-grad,Married-civ-spouse,Husband,Male,
841-03-1940,39.0,Some-college,Never-married,,,<=50K
709-24-4471,17.0,HS-grad,Never-married,Own-child,,<=50K
210-78-0098,39.0,HS-grad,Married-civ-spouse,Husband,,
963-23-7099,,Assoc-acdm,,,,
886-17-9360,36.0,HS-grad,Married-civ-spouse,,Male,>50K
174-96-9287,42.0,HS-grad,,Husband,,<=50K
838-48-2800,77.0,,Never-married,Not-in-family,Female,
240-97-0515,32.0,,Married-civ-spouse,Husband,Male,
757-00-2456,39.0,Bachelors,Never-married,,,<=50K
948-80-2210,45.0,Some-college,Married-civ-spouse,Husband,Male,
536-08-7223,45.0,12th,Never-married,Not-in-family,,>50K
510-78-0097,55.0,Bachelors,Married-civ-spouse,Husband,,
425-49-1400,53.0,,Married-civ-spouse,Husband,,<=50K
334-64-3734,59.0,,Married-civ-spouse,Husband,Male,>50K
767-29-1154,47.0,HS-grad,Married-civ-spouse,Husband,,<=50K
923-06-5109,30.0,Assoc-acdm,,Husband,,>50K
080-19-0417,76.0,,Divorced,Not-in-family,,
120-39-3120,20.0,Some-college,Never-married,Own-child,Female,
639-46-5601,20.0,Masters,Never-married,Own-child,Female,<=50K
847-94-2259,51.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
455-52-8255,37.0,Prof-school,Married-civ-spouse,,Male,
846-80-5895,34.0,,,Husband,Male,<=50K
285-62-6535,28.0,Bachelors,Married-civ-spouse,Husband,,<=50K
218-21-2530,66.0,HS-grad,Married-civ-spouse,,Male,
701-93-4888,31.0,HS-grad,Married-civ-spouse,Wife,Male,>50K
700-03-0711,42.0,,Divorced,Other-relative,,<=50K
292-47-5429,35.0,,Married-civ-spouse,Husband,Male,
729-79-1154,39.0,10th,Married-civ-spouse,Husband,,<=50K
155-86-6093,44.0,Bachelors,Married-civ-spouse,,Male,
999-38-5748,45.0,HS-grad,Married-civ-spouse,Husband,,<=50K
307-37-1007,51.0,HS-grad,Divorced,,Male,
187-31-5724,36.0,Masters,Married-civ-spouse,Husband,,
849-90-7861,52.0,HS-grad,Divorced,Not-in-family,,
766-30-8353,20.0,5th-6th,Never-married,Other-relative,Female,<=50K
616-00-1227,50.0,Bachelors,Married-civ-spouse,,,<=50K
155-40-5405,27.0,Assoc-voc,Separated,Not-in-family,Male,<=50K
013-51-3513,31.0,HS-grad,,Husband,Male,>50K
656-20-3930,28.0,HS-grad,,Unmarried,Female,
280-12-8992,35.0,Bachelors,,,Male,
466-00-1228,51.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
848-06-5109,47.0,7th-8th,Married-civ-spouse,Wife,Male,<=50K
989-55-7738,42.0,Bachelors,,,,<=50K
812-71-4986,,,Widowed,Not-in-family,,<=50K
214-58-8451,39.0,,,Husband,Female,
356-51-1056,59.0,7th-8th,,,,
745-79-2382,40.0,HS-grad,Married-civ-spouse,,Male,
680-19-0417,31.0,,Never-married,,,<=50K
717-29-1154,28.0,10th,Never-married,Not-in-family,,
480-34-3979,39.0,Bachelors,,Husband,,
208-69-1645,31.0,,Divorced,Unmarried,Female,<=50K
182-34-0294,18.0,,Never-married,Own-child,,<=50K
688-85-1350,,,Married-civ-spouse,,,>50K
248-67-9360,45.0,HS-grad,Married-civ-spouse,Husband,,
050-95-2088,28.0,,Divorced,Unmarried,,
881-29-6067,20.0,Bachelors,Never-married,,,<=50K
252-39-5577,61.0,,Married-civ-spouse,Husband,Male,<=50K
648-18-7960,50.0,,Divorced,Not-in-family,Female,
161-36-3636,53.0,,Divorced,Not-in-family,,<=50K
424-41-6461,38.0,Some-college,Married-civ-spouse,,Male,<=50K
892-99-7542,35.0,Masters,Married-civ-spouse,Husband,,
698-31-0810,52.0,7th-8th,Married-civ-spouse,,,
443-82-6780,46.0,Some-college,Divorced,Not-in-family,Female,<=50K
172-69-6560,48.0,Bachelors,Divorced,Not-in-family,,<=50K
905-43-6117,25.0,Bachelors,Married-civ-spouse,,,
751-99-6313,26.0,Bachelors,,Not-in-family,Male,
859-79-7296,60.0,HS-grad,Married-civ-spouse,Husband,Male,
635-87-2235,34.0,HS-grad,Married-civ-spouse,,Male,<=50K
034-61-3022,28.0,HS-grad,Married-civ-spouse,Husband,,
002-18-0589,44.0,,Married-civ-spouse,Husband,,>50K
879-57-6166,19.0,12th,Never-married,Own-child,,<=50K
003-22-4815,45.0,,Married-civ-spouse,Husband,,
666-06-2652,17.0,Bachelors,Never-married,Own-child,Female,
529-33-0466,21.0,Some-college,Never-married,Own-child,Female,
661-27-1498,35.0,Bachelors,Married-civ-spouse,Husband,Female,<=50K
399-90-7862,,Some-college,Widowed,,Female,<=50K
459-85-8721,36.0,Some-college,Never-married,Not-in-family,Male,>50K
949-32-4323,59.0,,,Unmarried,Male,
576-65-8476,29.0,Some-college,Married-civ-spouse,,,>50K
682-40-1719,,Some-college,Never-married,,Female,<=50K
027-91-7690,41.0,Assoc-voc,Divorced,Not-in-family,,
876-38-2063,39.0,,Married-civ-spouse,,Female,
302-64-1277,56.0,,Married-civ-spouse,Husband,Male,<=50K
658-87-5920,34.0,HS-grad,Married-civ-spouse,,,
309-12-1621,39.0,HS-grad,Married-civ-spouse,Husband,Female,
974-53-9311,,Some-college,Never-married,Other-relative,,
516-67-6903,32.0,,Never-married,Own-child,,<=50K
611-11-7935,33.0,,Never-married,,,<=50K
425-09-2137,22.0,Some-college,Never-married,Not-in-family,,<=50K
366-92-2604,41.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
422-35-8721,28.0,HS-grad,Married-civ-spouse,Husband,Male,
759-92-0146,18.0,HS-grad,Never-married,Own-child,,<=50K
347-32-8009,30.0,Assoc-acdm,Divorced,Unmarried,Male,
664-12-7763,52.0,,Divorced,Not-in-family,,
450-06-1424,36.0,,Married-civ-spouse,Husband,,<=50K
576-50-4913,68.0,Masters,Married-civ-spouse,Husband,Male,
920-54-6682,38.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
840-47-9114,62.0,Bachelors,Married-civ-spouse,Husband,Male,
237-49-9999,45.0,HS-grad,Married-civ-spouse,Husband,Male,
093-76-5356,34.0,HS-grad,Never-married,,,<=50K
628-59-3365,20.0,Some-college,Never-married,,,<=50K
660-96-4372,30.0,Assoc-voc,Married-civ-spouse,Husband,Male,
047-42-0147,48.0,,Married-civ-spouse,,Male,>50K
406-48-0343,30.0,Some-college,Never-married,Unmarried,Female,<=50K
688-72-8500,20.0,HS-grad,Never-married,Own-child,Female,<=50K
298-37-2235,,,Widowed,,Male,
396-31-4495,,,Married-civ-spouse,Husband,,
650-70-6387,41.0,,Divorced,Unmarried,Male,
689-74-2014,38.0,Some-college,Married-civ-spouse,Husband,Male,
422-60-4422,21.0,Prof-school,Married-civ-spouse,Own-child,,
419-07-2481,25.0,HS-grad,Never-married,,,
396-65-2333,52.0,Some-college,,Husband,Male,
530-74-3242,38.0,10th,Separated,,,<=50K
403-68-5503,54.0,HS-grad,Divorced,Unmarried,,
535-25-7984,17.0,HS-grad,Never-married,Own-child,Male,<=50K
853-53-1940,55.0,1st-4th,,,,
988-57-4937,36.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
591-33-9065,44.0,,Never-married,Not-in-family,,<=50K
689-00-4913,28.0,Some-college,Never-married,Not-in-family,Male,<=50K
502-54-9139,33.0,11th,Never-married,,Female,<=50K
043-70-3931,41.0,,,Wife,Male,
988-85-1350,42.0,HS-grad,Never-married,Not-in-family,Male,
187-07-0024,25.0,Some-college,,Wife,Female,>50K
999-17-0760,35.0,HS-grad,Divorced,Own-child,Female,<=50K
439-12-7763,38.0,11th,,Husband,,<=50K
496-83-6608,62.0,,Married-civ-spouse,Husband,,
167-32-1867,25.0,Bachelors,,Not-in-family,Male,<=50K
954-63-7591,46.0,,Divorced,Not-in-family,,>50K
206-66-4618,31.0,Masters,Never-married,,Male,<=50K
974-84-6436,17.0,,,,Male,
861-42-5060,37.0,HS-grad,Married-civ-spouse,,,<=50K
314-89-5577,27.0,,Never-married,Not-in-family,Male,
803-00-9827,24.0,HS-grad,Never-married,,Female,
336-79-3611,49.0,Bachelors,Divorced,,Female,<=50K
466-21-6215,32.0,HS-grad,Married-civ-spouse,Husband,,<=50K
013-75-9213,37.0,11th,Married-civ-spouse,Husband,,
147-94-2260,46.0,,Never-married,,,<=50K
926-56-6338,22.0,Prof-school,Never-married,,Female,<=50K
961-33-2922,29.0,Prof-school,Married-civ-spouse,Wife,Male,
971-92-8745,46.0,,,Husband,,
307-95-4545,29.0,Bachelors,Never-married,Not-in-family,,<=50K
777-39-5576,,HS-grad,Married-civ-spouse,Wife,Male,<=50K
638-08-3537,25.0,,Never-married,,Female,<=50K
923-61-7935,25.0,Some-college,Never-married,Own-child,Male,<=50K
258-81-4496,25.0,,Married-civ-spouse,Wife,Male,>50K
017-75-1842,28.0,Bachelors,Married-civ-spouse,Husband,,>50K
373-46-4373,26.0,Bachelors,Married-civ-spouse,,Male,
605-12-8992,41.0,Some-college,,Husband,,
083-50-7370,21.0,HS-grad,Never-married,Own-child,,<=50K
523-18-7960,,Bachelors,,Husband,Male,
184-70-5159,27.0,,Married-spouse-absent,Not-in-family,Female,>50K
983-29-2382,85.0,Assoc-voc,,,,
443-08-9680,22.0,Bachelors,Married-civ-spouse,Husband,,<=50K
728-34-7665,50.0,HS-grad,Widowed,Unmarried,,
287-22-3586,32.0,Bachelors,Married-civ-spouse,Husband,,
662-37-7149,44.0,Masters,Married-civ-spouse,Husband,,
929-88-3291,35.0,,Never-married,Not-in-family,,<=50K
082-49-3857,53.0,9th,Divorced,Not-in-family,Male,<=50K
045-14-7420,63.0,HS-grad,Widowed,Not-in-family,,<=50K
857-00-2456,19.0,Some-college,Never-married,Own-child,Male,
500-12-2849,,,Married-civ-spouse,Wife,Male,>50K
901-25-9212,32.0,7th-8th,Married-civ-spouse,Wife,Male,<=50K
198-40-2948,33.0,,Married-civ-spouse,Husband,Male,>50K
023-49-5085,25.0,HS-grad,Married-civ-spouse,,,<=50K
899-57-0023,22.0,Assoc-acdm,,Not-in-family,,
610-84-1522,,,Divorced,Not-in-family,,<=50K
377-61-0564,40.0,11th,,Husband,Male,>50K
958-56-8795,,,Never-married,Not-in-family,,<=50K
266-55-4053,23.0,Bachelors,Never-married,,,<=50K
535-50-3684,27.0,,,Other-relative,,
891-33-9065,23.0,,Never-married,Own-child,,<=50K
471-62-1621,23.0,Some-college,Never-married,,Male,<=50K
695-42-3832,38.0,Some-college,Married-civ-spouse,Husband,Male,
969-16-4618,27.0,HS-grad,Married-civ-spouse,Husband,,<=50K
800-85-9950,42.0,Bachelors,Divorced,Not-in-family,Male,
555-03-6854,38.0,HS-grad,Divorced,Not-in-family,Female,<=50K
147-42-0147,53.0,Bachelors,Married-civ-spouse,Husband,Female,
186-97-7886,33.0,Bachelors,Never-married,,,<=50K
355-98-8943,20.0,11th,Never-married,Own-child,,<=50K
067-65-9705,38.0,Some-college,Divorced,Not-in-family,Female,
246-40-6633,31.0,HS-grad,Married-civ-spouse,Husband,Female,<=50K
187-19-2874,19.0,,Never-married,,,
708-75-3070,44.0,10th,Married-civ-spouse,,Male,>50K
219-90-1719,22.0,HS-grad,Never-married,,,
689-12-7763,29.0,,Married-civ-spouse,Husband,,<=50K
397-48-1572,,Some-college,,Unmarried,,<=50K
456-63-3906,,Some-college,Separated,,Female,<=50K
470-60-8107,,,Never-married,Not-in-family,Male,<=50K
856-48-0343,33.0,,Divorced,,Male,>50K
934-09-0908,19.0,Assoc-acdm,Never-married,Own-child,Female,
493-12-0392,39.0,,Divorced,Other-relative,Male,
062-37-7149,33.0,,,Not-in-family,,<=50K
458-59-9508,,Bachelors,Married-civ-spouse,Husband,Female,>50K
359-27-5183,17.0,HS-grad,Never-married,Not-in-family,Male,
025-12-2850,23.0,,Never-married,Other-relative,Male,
962-65-3561,57.0,11th,,Husband,Male,
696-71-3758,47.0,HS-grad,,Husband,,
129-48-4029,30.0,Some-college,Married-civ-spouse,Husband,Male,
600-21-4987,35.0,Some-college,Never-married,,Male,
760-47-2972,72.0,HS-grad,,Husband,,<=50K
136-73-2186,,,,Husband,,<=50K
307-15-6019,46.0,,Married-civ-spouse,Husband,Male,>50K
693-67-3217,29.0,Some-college,Never-married,Own-child,,
454-72-9729,,,Never-married,Own-child,Male,<=50K
409-79-7296,18.0,,,,Male,<=50K
472-91-1547,,HS-grad,Never-married,Own-child,Female,
354-48-4029,,,,Not-in-family,,>50K
393-58-1080,52.0,Assoc-voc,Never-married,Not-in-family,Female,<=50K
082-67-8132,45.0,Masters,,,Male,<=50K
094-74-8157,28.0,Bachelors,Married-civ-spouse,Husband,,<=50K
023-98-6486,30.0,Masters,Married-civ-spouse,Husband,Male,>50K
188-85-1351,45.0,,,Husband,Male,<=50K
769-25-6755,31.0,Bachelors,Never-married,Own-child,,<=50K
771-74-4470,54.0,,Divorced,Own-child,Female,<=50K
955-62-0392,,HS-grad,Married-civ-spouse,Husband,,<=50K
955-80-4667,58.0,HS-grad,Widowed,Not-in-family,,<=50K
006-94-1031,19.0,Some-college,Never-married,Own-child,,
035-10-4422,,11th,Never-married,Not-in-family,,<=50K
046-71-3759,29.0,HS-grad,Never-married,Own-child,,<=50K
668-79-6068,40.0,,Never-married,Unmarried,,
491-70-7616,48.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
585-16-5847,32.0,HS-grad,Married-civ-spouse,Wife,,<=50K
108-87-5921,34.0,Bachelors,Divorced,Not-in-family,,
219-19-5331,56.0,HS-grad,,Not-in-family,Male,
796-00-7370,70.0,,Married-civ-spouse,,Female,
755-34-3979,40.0,HS-grad,,Not-in-family,Male,<=50K
319-25-6756,44.0,Some-college,,Not-in-family,,<=50K
587-77-6412,53.0,Doctorate,Divorced,Not-in-family,Female,<=50K
086-94-7174,59.0,,,Husband,Female,
957-52-4569,46.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
880-68-1817,51.0,,Divorced,Not-in-family,,<=50K
102-67-1990,,Bachelors,,Not-in-family,,
805-58-9679,43.0,Bachelors,Married-civ-spouse,Husband,Male,
350-76-7812,45.0,Bachelors,Divorced,Not-in-family,,<=50K
605-80-4667,44.0,,,,Male,>50K
737-77-6412,28.0,,Married-civ-spouse,Husband,Male,
877-51-8426,31.0,,,Not-in-family,Male,<=50K
626-84-2751,67.0,Bachelors,Married-civ-spouse,Husband,Male,
813-63-6362,68.0,Bachelors,,Not-in-family,Male,<=50K
178-19-4103,63.0,Some-college,Divorced,Not-in-family,Female,
499-96-9286,51.0,,Married-civ-spouse,Husband,Male,
285-50-3685,73.0,1st-4th,Widowed,,,<=50K
